"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1","Create new milestone for authorized user","","Wed Nov 06 17:20:21 GMT 2024","passed","Wed Nov 06 17:20:21 GMT 2024","","Milestones","Create new milestone for authorized user",""
"","18","Create new label via api","","Wed Nov 06 17:20:21 GMT 2024","passed","Wed Nov 06 17:20:21 GMT 2024","","Labels","Create new label via api",""
"","2","Close existing milestone for authorized user","","Wed Nov 06 17:20:21 GMT 2024","passed","Wed Nov 06 17:20:21 GMT 2024","","Milestones","Close existing milestone for authorized user",""
"","17","Add label to existing issue for authorized user","","Wed Nov 06 17:20:21 GMT 2024","broken","Wed Nov 06 17:20:21 GMT 2024","","Labels","Add label to existing issue for authorized user",""
"","2","Create new label for authorized user","","Wed Nov 06 17:20:21 GMT 2024","passed","Wed Nov 06 17:20:21 GMT 2024","","Labels","Create new label for authorized user",""
"","2","Delete existing label via api","","Wed Nov 06 17:20:21 GMT 2024","passed","Wed Nov 06 17:20:21 GMT 2024","","Labels","Delete existing label via api",""
"","2","Delete existing label for authorized user","","Wed Nov 06 17:20:21 GMT 2024","broken","Wed Nov 06 17:20:21 GMT 2024","","Labels","Delete existing label for authorized user",""
